id,interval,previous_send_intervals_same_node,average_previous_send_intervals_same_node,previous_sender,malicious
5,10468,75914,59996,4,0
2,1216,80382,59997,5,0
11,21314,60445,59997,2,0
14,471,60352,59997,11,1
12,3,60414,59997,14,1
13,360,60383,59997,12,1
4,5832,39664,59996,13,0
10,2630,45477,59995,4,0
2,7117,37727,59993,10,0
9,11964,74506,59994,2,0
7,9553,72570,59995,9,0
8,8741,103539,59998,7,0
5,1432,70633,59999,8,0
6,8606,101602,60002,5,0
3,1437,100695,60005,6,0
11,2393,60539,60005,3,0
13,22,59727,60005,11,1
12,46,60133,60005,13,1
14,184,60320,60005,12,1
3,1146,3791,60001,14,0
5,13142,26976,59999,3,0
8,1350,29758,59996,5,0
4,5620,75383,59997,8,0
10,8192,80945,59999,4,0
6,5038,38570,59997,10,0
9,2450,69352,59998,6,0
2,2879,84195,60000,9,0
7,15486,78164,60001,2,0
8,3937,43602,60000,7,0
12,53,59477,60000,8,1
11,213,59758,60000,12,0
14,408,59914,60000,11,1
13,51,60195,60000,14,1
3,34187,93006,60002,13,0
7,1034,39883,60001,3,0
2,5922,61291,60001,7,0
6,1544,68164,60002,2,0
10,1837,75039,60003,6,0
5,6245,96446,60006,10,0
9,1524,75320,60007,5,0
4,5726,96726,60009,9,0
11,1124,59602,60009,4,0
12,130,59945,60009,11,1
14,309,59633,60009,12,1
13,709,60291,60009,14,1
7,2157,27227,60007,13,0
6,2122,21883,60004,7,0
5,2738,16539,60001,6,0
4,1907,11196,59997,5,0
10,18567,43258,59996,4,0
9,2425,37914,59994,10,0
8,1638,92570,59997,9,0
3,8194,65852,59997,8,0
2,1610,60506,59997,3,0
12,17663,60039,59997,2,1
14,246,59976,59997,12,1
11,155,60570,59997,14,0
13,84,59506,59997,11,1
9,7043,36633,59995,13,0
4,2665,60290,59995,9,0
5,4561,66758,59996,4,0
7,12077,83695,59998,5,0
8,3866,58164,59998,7,0
3,3850,53820,59997,8,0
10,9025,75102,59998,3,0
6,6912,105226,60002,10,0
2,7205,75352,60003,6,0
11,1876,59164,60003,2,0
12,693,60258,60003,11,1
14,434,60446,60003,12,1
13,144,60351,60003,14,1
10,20806,38070,60001,13,0
5,1713,68601,60002,10,0
9,5150,80977,60003,5,0
4,1194,79506,60005,9,0
8,4881,63883,60005,4,0
3,2381,62414,60005,8,0
7,4660,74790,60006,3,0
2,1388,45320,60005,7,0
6,5171,57696,60005,2,0
14,12051,59539,60005,6,1
12,128,60101,60005,14,1
11,89,60883,60005,12,0
13,709,60321,60005,11,1
7,471,20007,60002,13,0
4,10423,42352,60001,7,0
9,2899,46445,60000,4,0
6,10020,36790,59998,9,0
3,11124,59133,59998,6,0
8,1713,63227,59998,3,0
5,11118,85570,60000,8,0
10,2381,89664,60002,5,0
2,7617,75914,60004,10,0
11,751,59226,60004,2,0
14,315,59758,60004,11,1
12,441,60071,60004,14,1
13,641,59914,60004,12,1
2,12485,14633,60000,13,0
7,923,72851,60001,2,0
4,17892,80320,60003,7,0
9,1118,78539,60004,4,0
8,4013,59695,60004,9,0
3,69,61477,60004,8,0
6,13406,86007,60006,3,0
5,5113,67165,60007,6,0
10,599,65383,60007,5,0
12,3405,59664,60007,10,1
11,276,60696,60007,12,0
14,220,60601,60007,11,1
13,114,59633,60007,14,1
4,6581,34914,60005,13,0
8,1007,30790,60003,4,0
2,240,54976,60003,8,0
5,440,12882,59999,2,0
6,28856,46851,59998,5,0
9,419,64758,59998,6,0
3,269,60945,59999,9,0
7,784,84821,60000,3,0
10,115,42726,59999,7,0
11,20745,59790,59999,10,0
14,0,59570,59999,11,1
12,317,60383,59999,14,1
13,203,59976,59999,12,1
8,7619,60007,59999,13,0
7,4415,33414,59997,8,0
6,3935,38821,59996,7,0
2,12329,80446,59997,6,0
10,3633,53196,59997,2,0
9,4238,58602,59996,10,0
5,12350,100227,59999,9,0
4,3719,105633,60003,5,0
3,4637,79039,60004,4,0
11,2611,60006,60004,3,0
12,37,59726,60004,11,1
14,122,60165,60004,12,1
13,801,60446,60004,14,1
8,24,52851,60004,13,0
3,3663,7258,60000,8,0
2,4704,40539,59998,3,0
10,9384,46290,59997,2,0
5,2993,32695,59995,10,0
4,5001,33977,59993,5,0
7,11952,86133,59995,4,0
6,5216,87414,59997,7,0
9,12356,79570,59999,6,0
11,3599,59852,59999,9,0
14,189,59882,59999,11,1
12,191,60195,59999,14,1
13,267,59539,59999,12,1
2,11610,62758,59999,13,0
4,14065,59445,59999,2,0
7,4983,52476,59998,4,0
3,4591,91101,60001,7,0
10,493,77506,60002,3,0
6,3788,56132,60002,10,0
9,5388,49164,60001,6,0
5,4102,87791,60003,9,0
8,4286,112821,60007,5,0
11,5867,59820,60007,8,0
13,584,59757,60007,11,1
14,12,60227,60007,13,1
12,255,60291,60007,14,1
10,8070,32352,60005,12,0
2,4117,60601,60005,10,0
5,1815,25006,60002,2,0
9,13775,42883,60001,5,0
4,5413,67539,60002,9,0
7,1389,63945,60002,4,0
8,12117,53414,60001,7,0
3,6600,78071,60003,8,0
6,687,74477,60004,3,0
14,5457,59695,60004,6,1
12,66,59506,60004,14,1
11,57,60414,60004,12,0
13,772,60602,60004,11,1
7,283,26039,60001,13,0
4,2330,29758,59999,7,0
5,8906,57852,59999,4,0
2,1904,61571,59999,5,0
9,8245,54226,59999,2,0
3,957,29664,59996,9,0
10,7430,82320,59998,3,0
8,10439,54133,59998,10,0
6,11099,57945,59997,8,0
14,7303,59791,59997,6,1
11,465,60133,59997,14,0
12,162,60352,59997,11,1
13,47,59570,59997,12,1
9,4794,42696,59996,13,0
4,5850,67601,59997,9,0
8,6756,36476,59995,4,0
3,7038,61383,59995,8,0
7,6533,90258,59997,3,0
2,6046,83164,59999,7,0
6,7045,52039,59998,2,0
10,7337,80914,60000,6,0
5,6370,105820,60003,10,0
11,1499,59477,60003,5,0
14,64,60006,60003,11,1
13,832,60164,60003,14,1
12,109,60320,60003,13,1
4,6942,56571,60003,12,0
6,1105,24258,60000,4,0
3,14844,58726,60000,6,0
5,1019,26414,59998,3,0
8,13162,79945,59999,5,0
2,554,60882,59999,8,0
10,1133,47633,59998,2,0
7,14041,82102,60000,10,0
9,1511,109790,60004,7,0
14,4600,59852,60004,9,1
11,29,59945,60004,14,0
13,834,59883,60004,11,1
12,140,59914,60004,13,1
2,1939,24227,60001,12,0
7,17,9070,59997,2,0
6,6279,60102,59997,7,0
5,6894,51133,59997,6,0
9,6274,27006,59994,5,0
8,5794,50039,59994,9,0
10,19625,67977,59994,8,0
4,2370,102164,59997,10,0
3,6980,93195,60000,4,0
11,2893,60039,60000,3,0
12,568,59633,60000,11,1
14,184,60820,60000,12,1
13,270,60227,60000,14,1
7,2533,60664,60000,13,0
2,14,60695,60000,7,0
10,5633,21445,59997,2,0
5,338,53476,59997,10,0
3,5858,18291,59993,5,0
8,30992,78258,59995,3,0
6,5850,103070,59998,8,0
4,5770,67883,59999,6,0
9,180,95852,60001,4,0
14,1976,59414,60001,9,1
11,92,60258,60001,14,0
12,287,59977,60001,11,1
13,172,59695,60001,12,1
5,1769,52946,60001,13,0
7,5452,64383,60001,5,0
6,10966,26664,59998,7,0
8,5588,38102,59997,6,0
3,4412,73506,59998,8,0
10,1837,81539,59999,3,0
2,8619,95791,60002,10,0
9,2650,43820,60001,2,0
4,3226,47226,60000,9,0
14,15063,60133,60000,4,1
11,61,60102,60000,14,0
13,148,59791,60000,11,1
12,482,60445,60000,13,1
10,5509,35758,59998,12,0
8,3063,45070,59997,10,0
5,3963,71039,59998,8,0
2,2841,37006,59996,5,0
9,22058,56414,59996,2,0
6,2863,82383,59998,9,0
7,378,93727,60000,6,0
4,3267,59696,60000,7,0
3,324,76352,60001,4,0
11,15174,60070,60001,3,0
13,84,60006,60001,11,1
12,15,59539,60001,13,1
14,246,60476,60001,12,1
9,2782,25133,59999,14,0
8,2669,56664,59998,9,0
5,6557,59258,59998,8,0
4,2939,30790,59996,5,0
10,16379,85602,59998,4,0
7,5759,56195,59998,10,0
6,3153,59726,59998,7,0
3,6563,62320,59998,6,0
2,2642,93852,60001,3,0
11,9876,59664,60000,2,0
12,193,59758,60000,11,1
13,78,59851,60000,12,1
14,356,59946,60000,13,1
7,2429,25290,59998,14,0
5,4734,55101,59998,7,0
6,11325,38196,59996,5,0
4,4519,68006,59997,6,0
2,4310,37820,59995,4,0
9,2996,87477,59997,2,0
3,9456,52914,59996,9,0
10,2181,70570,59997,3,0
8,3938,100383,60000,10,0
11,13868,60383,60000,8,0
14,283,60039,60000,11,1
12,128,60601,60000,14,1
13,298,60821,60000,12,1
10,5649,24164,59998,13,0
6,7664,55290,59997,10,0
5,3455,70070,59998,6,0
4,2626,56852,59998,5,0
9,17399,66945,59998,4,0
8,2357,53727,59998,9,0
7,3321,100507,60001,8,0
3,8466,71633,60002,7,0
2,2329,86414,60004,3,0
14,5566,59258,60004,2,1
11,185,59726,60004,14,0
12,256,59571,60004,11,1
13,141,59414,60003,12,1
5,11019,53665,60003,13,0
4,1781,52820,60002,5,0
3,2700,23977,60000,4,0
8,16431,52195,59999,3,0
7,2477,51351,59999,8,0
6,1998,82507,60000,7,0
2,12579,55133,60000,6,0
10,7133,109883,60004,2,0
9,2300,81039,60005,10,0
14,1101,60101,60005,9,1
11,280,60196,60005,14,0
12,224,60164,60005,11,1
13,110,60133,60005,12,1
9,3543,5258,60001,13,0
5,725,53382,60001,9,0
2,6060,21476,59998,5,0
7,9268,45321,59997,2,0
4,6485,73414,59998,7,0
10,15130,45226,59997,4,0
6,413,65351,59997,10,0
3,7188,93445,60000,6,0
8,8276,85290,60001,3,0
11,1868,59290,60001,8,0
14,500,60070,60001,11,1
12,317,59883,60001,14,1
13,703,60476,60001,12,1
8,1119,4507,59997,13,0
3,8756,21539,59994,8,0
6,6594,35321,59993,3,0
9,7700,81102,59994,6,0
4,7569,66133,59995,9,0
7,7296,79914,59996,4,0
10,7397,65696,59997,7,0
2,367,96946,59999,10,0
5,7721,110727,60003,2,0
11,4467,60506,60003,5,0
12,537,60226,60003,11,1
14,122,60665,60003,12,1
13,301,59946,60003,14,1
4,269,28477,60001,13,0
9,8024,44070,60000,4,0
8,8231,75351,60001,9,0
5,3244,25195,59998,8,0
2,2123,35039,59996,5,0
10,5384,40790,59995,2,0
6,11162,81914,59997,10,0
3,3250,91758,59999,6,0
7,16034,78633,60000,3,0
14,1360,59382,60000,7,1
12,191,59695,60000,14,1
11,120,60352,60000,12,0
13,647,60039,60000,11,1
5,2020,42291,59999,13,0
8,11786,57321,59999,5,0
2,3304,55258,59998,8,0
9,2808,71664,59999,2,0
3,3331,41601,59998,9,0
6,11781,56632,59998,3,0
7,5628,42976,59996,6,0
10,12585,86007,59998,7,0
4,2932,115945,60002,10,0
11,2498,59320,60002,4,0
14,96,59727,60002,11,1
12,255,59791,60002,14,1
13,233,59257,60002,12,1
8,10463,55914,60002,13,0
3,4100,50571,60001,8,0
6,2187,40977,60000,3,0
7,13096,48445,59999,6,0
10,2991,38851,59997,7,0
2,117,75101,59999,10,0
5,3315,93506,60001,2,0
9,15775,91383,60003,5,0
4,2913,58039,60003,9,0
11,4373,59914,60003,4,0
14,377,60195,60003,11,1
12,66,60006,60003,14,1
13,329,60102,60003,12,1
8,12994,62633,60003,13,0
5,3525,40352,60002,8,0
2,2403,46070,60001,5,0
9,13746,40726,59999,2,0
6,2425,78445,60001,9,0
3,3532,84164,60003,6,0
10,12930,78820,60004,3,0
7,2728,84539,60006,10,0
4,2830,62258,60006,7,0
12,2410,59852,60006,4,1
11,338,60633,60006,12,0
14,35,60291,60006,11,1
13,174,60070,60006,14,1
6,5562,30539,60004,13,0
8,18338,70976,60005,6,0
3,538,45883,60004,8,0
2,4079,69665,60004,3,0
7,454,34758,60002,2,0
5,13798,86320,60004,7,0
10,130,51414,60004,5,0
4,4245,50101,60003,10,0
9,650,75196,60004,4,0
14,11538,59506,60004,9,1
11,436,59977,60004,14,0
12,505,60820,60004,11,1
13,391,60664,60004,12,1
4,11551,25071,60002,13,0
8,130,48445,60001,4,0
5,15338,44914,60000,8,0
9,401,40290,59998,5,0
2,13815,73382,59999,9,0
6,421,96758,60002,2,0
10,712,60133,60002,6,0
7,14541,88602,60004,10,0
3,91,93226,60006,7,0
11,1549,59445,60006,3,0
14,471,60352,60006,11,1
12,3,59414,60006,14,1
13,360,59383,60006,12,1
4,4832,52664,60006,13,0
3,6480,13695,60002,4,0
9,231,43506,60001,3,0
8,5294,64539,60002,9,0
5,14432,63633,60002,8,0
10,6193,54477,60001,5,0
2,7117,62727,60002,10,0
7,6517,53570,60001,2,0
6,5779,74602,60002,7,0
11,2830,60539,60002,6,0
13,22,59727,60002,11,1
12,46,60133,60002,13,1
14,184,60320,60002,12,1
6,488,3570,59998,14,0
4,4770,60383,59998,6,0
2,4559,25195,59996,4,0
10,9633,41945,59994,2,0
8,4188,66758,59995,10,0
3,508,72791,59996,8,0
9,13792,86352,59998,3,0
7,4365,51164,59997,9,0
5,4985,75976,59998,7,0
11,12218,59758,59998,5,0
14,408,59914,59998,11,1
13,51,60195,59998,14,1
2,212,50360,59998,13,0
12,116,60477,59998,2,1
7,10893,28883,59995,12,0
5,1548,25446,59993,7,0
3,1418,50006,59992,5,0
10,9337,64039,59992,3,0
8,751,60602,59992,10,0
6,1412,85164,59994,8,0
9,12606,60320,59994,6,0
4,20726,113726,59998,9,0
11,124,59602,59998,4,0
14,439,59633,59998,11,1
12,691,59945,59998,14,1
13,17,60290,59998,12,1
4,2924,4195,59994,13,0
3,5825,54852,59994,4,0
7,6409,64227,59994,3,0
6,5122,54883,59994,7,0
9,12637,54914,59993,6,0
8,4638,73570,59994,9,0
2,7804,105437,59998,8,0
10,10133,92258,60000,2,0
5,2526,105539,60003,10,0
14,1250,59976,60003,5,1
11,155,60570,60003,14,0
13,84,59507,60003,11,1
12,515,60039,60003,13,1
2,1689,16352,60000,12,0
7,2142,48695,59999,2,0
3,3716,58820,59999,7,0
9,10981,45633,59998,3,0
5,3226,23758,59995,9,0
10,1818,28102,59993,5,0
6,2912,66226,59994,10,0
8,14213,63164,59994,6,0
4,3496,101291,59997,8,0
12,15065,59258,59997,4,1
11,307,60164,59997,12,0
14,127,60446,59997,11,1
13,144,60351,59997,14,1
9,12669,53977,59996,13,0
4,194,28506,59994,9,0
7,6922,75790,59995,4,0
8,9959,48883,59994,7,0
3,1381,83414,59996,8,0
6,6219,70696,59997,3,0
2,10829,106320,60000,6,0
10,6633,91070,60003,2,0
5,713,93601,60005,10,0
6,3615,21790,60002,5,0
14,261,59539,60002,6,1
12,128,60101,60002,14,1
11,89,59883,60002,12,0
13,709,60321,60002,11,1
2,4766,16914,59999,13,0
8,4884,40227,59998,2,0
4,6244,63352,59998,8,0
7,4577,61007,59998,4,0
3,6466,56133,59998,7,0
9,4856,79445,59999,3,0
5,5976,42571,59998,9,0
10,15380,58664,59998,5,0
12,6124,60071,59998,10,1
11,244,60226,59998,12,0
14,315,60758,59998,11,1
13,82,59914,59998,14,1
4,1300,45320,59997,13,0
9,2118,31539,59995,4,0
2,9067,67633,59995,9,0
7,1923,53851,59995,2,0
5,11611,48164,59994,7,0
10,1599,34383,59992,5,0
3,9882,70477,59993,10,0
8,931,88695,59995,3,0
6,11475,111007,59999,8,0
11,9393,59696,59999,6,0
3,146,21945,59996,11,0
14,74,59601,59996,3,1
13,114,59633,59996,14,1
12,390,60664,59996,13,1
4,1191,59914,59996,12,0
5,30687,65882,59996,4,0
6,1856,43851,59995,5,0
7,2472,81821,59997,6,0
8,1992,59790,59997,7,0
9,2955,97758,59999,8,0
10,2168,75726,60000,9,0
2,13117,103976,60004,10,0
11,2628,59790,60004,2,0
14,0,59570,60004,11,1
12,317,59383,60004,14,1
13,203,59976,60004,12,1
4,238,58633,60003,13,0
3,3637,64039,60004,4,0
2,2423,9446,60000,3,0
8,13321,41007,59999,2,0
7,3415,46414,59998,8,0
6,2935,51821,59997,7,0
5,3550,57227,59997,6,0
10,16412,62196,59997,5,0
9,3238,67602,59998,10,0
11,10317,60006,59998,9,0
12,37,59726,59998,11,1
14,122,60165,59998,12,1
13,801,60446,59998,14,1
6,21937,56414,59997,13,0
8,3087,65851,59998,6,0
10,3751,43290,59997,8,0
3,2912,88258,59999,10,0
5,3081,65695,59999,3,0
7,2953,75133,60000,5,0
9,3572,52570,60000,7,0
2,2098,97539,60002,9,0
4,3378,106977,60006,2,0
11,12123,59852,60006,4,0
14,189,59882,60006,11,1
12,191,60195,60006,14,1
13,267,59539,60006,12,1
2,3610,19758,60003,13,0
7,48,25476,60000,2,0
10,4084,38506,59999,7,0
8,7564,49821,59998,10,0
3,943,44101,59997,8,0
4,11426,40445,59995,3,0
5,12345,64791,59996,4,0
6,11510,89132,59998,5,0
9,4388,74164,59999,6,0
11,3255,59820,59999,9,0
14,596,60227,59999,11,1
12,255,60291,59999,14,1
13,858,60882,59999,12,1
10,16212,69352,60000,13,0
9,2707,23883,59997,10,0
7,802,76945,59998,9,0
6,2404,31477,59996,7,0
3,4313,71071,59997,6,0
8,22400,94414,60000,3,0
5,4306,74006,60001,8,0
4,2188,88539,60003,5,0
2,997,113601,60006,4,0
14,2253,59695,60006,2,1
12,66,59506,60006,14,1
11,57,60414,60006,12,0
13,772,59477,60006,11,1
4,2613,6758,60003,13,0
8,1881,15133,59999,4,0
6,13099,54945,59999,8,0
10,2462,63320,59999,6,0
3,5570,58664,59999,10,0
7,1658,67039,60000,3,0
5,13236,46852,59999,7,0
9,2149,83226,60000,5,0
2,4754,50570,60000,9,0
4,11792,56601,59999,2,0
11,147,60133,59999,4,0
12,162,60352,59999,11,1
13,47,59570,59999,12,1
14,326,60791,59999,13,1
5,3443,22820,59997,14,0
10,14630,57914,59997,5,0
6,16663,77039,59998,10,0
7,3909,71258,59999,6,0
8,3429,97476,60001,7,0
9,4394,63696,60002,8,0
2,5223,64165,60002,9,0
3,4421,90383,60004,2,0
11,2830,59477,60004,3,0
13,896,60164,60004,11,1
12,109,60320,60004,13,1
14,59,60006,60004,12,1
7,5741,27102,60002,14,0
10,959,48633,60001,7,0
2,10867,25882,59999,10,0
3,10265,31726,59996,2,0
4,9051,97571,59999,3,0
5,9968,103414,60002,4,0
8,162,64945,60003,5,0
6,8975,81258,60004,8,0
9,1264,70790,60005,6,0
11,1629,59945,60005,9,0
13,834,59883,60005,11,1
14,137,59852,60005,13,1
12,3,59914,60005,14,1
3,10172,42195,60004,12,0
10,1650,64977,60004,3,0
8,2375,27039,60002,10,0
2,12742,69227,60002,8,0
7,5017,86070,60004,2,0
5,3173,48133,60003,7,0
6,14106,53102,60003,5,0
4,2957,75164,60004,6,0
9,5211,60006,60004,4,0
11,1662,60039,60004,9,0
12,568,59633,60004,11,1
14,184,59820,60004,12,1
13,270,60227,60004,14,1
6,1218,12070,60000,13,0
5,8300,34476,59999,6,0
4,7470,24883,59996,5,0
3,8388,75291,59997,4,0
10,4804,78445,59999,3,0
2,2367,65695,59999,10,0
9,5621,40852,59998,2,0
8,7200,91258,60000,9,0
7,8165,81664,60001,8,0
14,5611,59414,60001,7,1
11,92,60258,60001,14,0
12,287,59977,60001,11,1
13,172,59695,60001,12,1
8,775,15102,59998,13,0
6,4412,63664,59998,8,0
5,18582,73946,59999,6,0
10,1255,54539,59999,5,0
3,3163,62506,59999,10,0
4,13332,84226,60001,3,0
9,1774,64820,60001,4,0
2,2350,72791,60002,9,0
7,1578,53383,60002,2,0
14,12361,60133,60002,7,1
11,61,60102,60002,14,0
12,630,60445,60002,11,1
13,518,60791,60002,12,1
6,3779,59383,60002,13,0
2,7079,26006,59999,6,0
9,1058,29414,59997,2,0
7,5241,30727,59995,9,0
3,7591,57352,59995,7,0
10,243,60758,59995,3,0
8,5063,90070,59997,10,0
4,7369,56695,59997,8,0
5,13594,88039,59999,4,0
11,7905,60070,59999,5,0
12,99,59539,59999,11,1
14,246,60476,59999,12,1
13,739,60006,59999,14,1
2,1704,50852,59998,13,0
5,9565,20258,59995,2,0
6,1230,68726,59996,5,0
7,1847,57195,59996,6,0
3,21716,71320,59997,7,0
4,1146,59791,59997,3,0
8,10504,77664,59998,4,0
9,2331,98133,60000,8,0
10,1544,86602,60002,9,0
11,6993,59664,60002,10,0
10,577,7570,59999,11,0
14,50,59946,59999,10,1
12,566,60758,59999,14,1
13,78,59851,59999,12,1
3,6125,29914,59997,13,0
6,1719,55196,59996,3,0
9,2825,20477,59993,6,0
2,6004,74820,59994,9,0
4,9690,49006,59994,2,0
7,2422,74290,59995,4,0
5,18734,96101,59997,7,0
8,1725,61383,59997,5,0
11,9868,60383,59997,8,0
14,283,60039,59997,11,1
12,128,59601,59997,14,1
13,298,59821,59997,12,1
4,4394,37852,59996,13,0
8,3756,18727,59993,4,0
3,10787,72633,59994,8,0
7,3534,53507,59993,3,0
2,9795,75414,59994,7,0
6,4047,88290,59996,2,0
10,4336,101164,59999,6,0
5,10119,63070,60000,10,0
9,4025,103945,60003,5,0
11,4224,59726,60003,9,0
12,256,59571,60003,11,1
13,141,59414,60003,12,1
14,418,60258,60003,13,1
8,1513,53195,60002,14,0
10,2187,22883,59999,8,0
5,9901,22665,59997,10,0
7,1389,52351,59996,5,0
9,2010,22039,59994,7,0
2,7567,52133,59993,9,0
4,1815,81820,59995,2,0
6,1606,51507,59994,4,0
3,12094,80977,59995,6,0
11,19299,60196,59995,3,0
12,224,60164,59995,11,1
13,110,60133,59995,12,1
14,386,60101,59995,13,1
7,1210,46321,59994,14,0
8,14492,74290,59996,7,0
6,2536,50351,59995,8,0
4,2457,54414,59994,6,0
5,15187,82382,59996,4,0
3,2544,58445,59996,5,0
10,3399,98226,59999,3,0
2,13117,90476,60001,10,0
14,4128,59070,60001,2,1
9,87,102258,60004,14,0
12,230,59883,60004,9,1
11,183,60290,60004,12,0
5,39,23727,60001,11,0
13,481,60476,60001,5,1
8,5119,49507,60000,13,0
6,5350,52321,60000,8,0
9,6700,18102,59997,6,0
7,4865,80914,59998,9,0
10,6397,46696,59997,7,0
3,8444,58539,59997,10,0
4,10863,87133,59999,3,0
2,5060,57946,59999,4,0
11,6188,59506,59999,2,0
12,537,60226,59999,11,1
14,122,60665,59999,12,1
13,301,59946,59999,14,1
3,1687,24758,59997,13,0
7,4034,43633,59996,3,0
4,11548,29477,59993,7,0
8,4255,76351,59995,4,0
5,12244,94195,59997,8,0
9,4525,81070,59998,5,0
2,6598,52039,59998,9,0
6,4546,98914,60001,2,0
10,4838,85790,60002,6,0
14,4806,59382,60002,10,1
12,191,59695,60002,14,1
11,120,60352,60002,12,0
13,647,60039,60002,11,1
2,1110,16258,59999,13,0
10,16132,23006,59997,2,0
8,2564,58321,59997,10,0
6,3224,33632,59995,8,0
9,11888,56664,59994,6,0
7,2740,91976,59997,9,0
5,3362,67291,59997,7,0
3,3229,102601,60000,5,0
4,13926,100945,60003,3,0
11,1498,60320,60003,4,0
14,96,60727,60003,11,1
12,255,60791,60003,14,1
13,233,60257,60003,12,1
4,4957,7039,60000,13,0
5,2312,26506,59997,4,0
6,1481,45977,59996,5,0
9,10294,44383,59995,6,0
10,1793,63852,59995,9,0
2,8117,88101,59997,10,0
3,2609,47571,59996,2,0
7,11283,65445,59997,3,0
8,1617,84914,59999,7,0
14,14252,59203,59999,8,1
11,615,59914,59999,14,0
12,443,60006,59999,11,1
13,329,60102,59999,12,1
6,93,51445,59998,13,0
2,7830,39071,59996,6,0
8,4071,27633,59994,2,0
4,8119,75258,59995,8,0
10,4442,63820,59996,4,0
7,11728,53539,59995,10,0
3,8342,73164,59996,7,0
9,4043,89726,59998,3,0
5,7851,109352,60002,9,0
11,2342,59633,60002,5,0
14,35,60283,60002,11,1
13,174,59070,60002,14,1
12,453,59852,60002,13,1
5,316,3320,59998,12,0
8,12131,59976,59998,5,0
4,3244,55101,59997,8,0
7,12827,51758,59997,4,0
3,3467,46883,59996,7,0
10,9461,76414,59997,3,0
6,2663,103539,60000,10,0
2,2955,98664,60003,6,0
9,10277,68196,60003,2,0
11,1974,59977,60003,9,0
12,505,59820,60003,11,1
14,59,60506,60003,12,1
13,332,60664,60003,14,1
9,18420,21290,60001,13,0
6,3236,37758,59999,9,0
7,253,53602,59999,6,0
4,3642,70071,59999,7,0
3,449,54226,59999,4,0
10,20368,65133,59999,3,0
8,3313,97445,60002,10,0
5,4338,113914,60006,8,0
2,3216,70382,60006,5,0
14,1785,59352,60006,2,1
12,3,59414,60006,14,1
13,360,59383,60006,12,1
11,166,60445,60006,13,0
7,4930,42570,60005,11,0
2,483,7727,60001,7,0
9,33964,80506,60003,2,0
4,289,73664,60004,9,0
6,6043,83602,60005,4,0
8,5962,61539,60006,6,0
3,1475,86695,60007,8,0
10,5150,71477,60008,3,0
5,807,64633,60009,10,0
11,436,59539,60008,5,0
12,68,60133,60009,11,1
14,184,60320,60009,12,1
13,770,60727,60009,14,1
4,488,21383,60006,13,0
7,4045,60164,60006,4,0
2,2514,62195,60006,7,0
10,1633,10945,60003,2,0
5,2838,12976,59999,10,0
8,3350,23758,59997,5,0
3,35508,57791,59997,8,0
6,3342,68570,59997,3,0
9,4450,79352,59999,6,0
11,568,59758,59999,9,0
14,408,59914,59998,11,1
13,59,59203,59998,14,1
12,320,60477,59998,13,1
5,2441,50446,59998,12,0
10,3755,57039,59998,5,0
6,10163,22164,59995,10,0
4,3332,78726,59996,6,0
9,4274,25320,59994,4,0
3,13894,47006,59993,9,0
8,3088,85602,59995,3,0
2,13868,107291,59998,8,0
7,4078,113883,60002,2,0
14,361,59633,60002,7,1
11,561,60602,60002,14,0
12,130,59945,60002,11,1
13,17,60282,60002,12,1
2,1359,6506,59998,13,0
10,6133,61258,59998,2,0
7,8666,17227,59995,10,0
6,4122,63883,59995,7,0
4,4644,65195,59996,6,0
3,4825,51852,59995,4,0
9,10168,75914,59996,3,0
8,3638,62570,59997,9,0
5,9463,110539,60000,8,0
14,6250,59976,60000,5,1
11,155,59570,60000,14,0
12,599,60039,60000,11,1
13,485,60507,60000,12,1
9,10043,30633,59998,13,0
3,31019,71820,59999,9,0
5,207,48758,59998,3,0
7,77,85695,60000,5,0
2,12858,113352,60004,7,0
4,504,90291,60006,2,0
6,291,95226,60008,4,0
8,213,72164,60009,6,0
10,875,109102,60013,8,0
11,2993,60164,60013,10,0
14,127,60446,60013,11,1
13,144,59351,60013,14,1
12,422,60258,60013,13,1
7,2363,20790,60010,12,0
4,6078,13506,60007,7,0
5,7656,34601,60005,4,0
2,5654,27320,60002,5,0
10,6633,32070,60000,2,0
3,1319,48414,60000,10,0
8,11619,45883,59999,3,0
9,7925,98977,60001,8,0
6,5675,59696,60001,9,0
11,4268,59883,60001,6,0
13,709,60321,60001,11,1
14,74,60539,60001,13,1
12,128,60101,60001,14,1
6,9611,14790,59998,12,0
4,3081,64352,59999,6,0
2,2872,53914,59998,4,0
9,2027,28445,59996,2,0
3,13144,61133,59996,9,0
10,1212,63664,59996,3,0
8,2501,53227,59996,10,0
7,17821,110007,59999,8,0
5,3297,99570,60002,7,0
4,3446,46320,60001,5,0
12,59,59071,60001,4,1
11,244,60226,60001,12,0
14,315,59758,60001,11,1
13,82,59914,60001,14,1
5,1019,5165,59997,13,0
8,7412,33695,59995,5,0
9,1987,52539,59995,8,0
2,14067,68633,59995,9,0
3,2015,55477,59995,2,0
6,7406,84007,59997,3,0
7,1502,42851,59996,6,0
10,8210,71383,59996,7,0
11,15681,59696,59996,10,0
14,220,59601,59996,11,1
13,114,59633,59996,14,1
12,390,60664,59996,13,1
4,191,60914,59996,12,0
2,5247,40976,59995,4,0
10,2883,24726,59993,2,0
5,3557,70882,59993,10,0
3,5544,50945,59993,5,0
6,5312,48851,59992,3,0
7,11472,58821,59992,6,0
8,10992,96790,59994,7,0
